Rentrée;Région académique;Académie;Département;Commune;UAI;Dénomination principale;Patronyme;Type d'établissement;Secteur;Nombre d'élèves dans une formation du second degré;Nombre d'élèves dans une formation du supérieur;Nombre d'élèves 2D externe;Nombre d'élèves 2D demi-pensionnaires;Nombre d'élèves 2D internes;Nombre d'élèves SUP externes;Nombre d'élèves SUP demi-pensionnaires;Nombre d'élèves SUP internes
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;HERBIGNAC;0440015C;COLLEGE;JACQUES PREVERT;COLLEGE;PUBLIC;420;;32;388;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0440049P;COLLEGE;ARISTIDE BRIAND;COLLEGE;PUBLIC;531;;119;412;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;REZE;0440064F;COLLEGE;PONT ROUSSEAU;COLLEGE;PUBLIC;606;;157;449;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-NAZAIRE;0440069L;LYCEE GENERAL ET TECHNOLOGIQUE;ARISTIDE BRIAND;LYCEE;PUBLIC;1947;397;579;1299;69;92;231;74
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAVENAY;0440077V;LYCEE GENERAL ET TECHNOLOGIQUE;JACQUES PREVERT;LYCEE;PUBLIC;904;;60;844;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0440086E;LYCEE GENERAL ET TECHNOLOGIQUE;LA COLINIERE;LYCEE;PUBLIC;1162;125;209;768;185;26;98;1
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;ANCENIS-SAINT-GEREON;0440147W;COLLEGE;RENE GUY CADOU;COLLEGE;PUBLIC;969;;127;842;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0440154D;LYCEE GENERAL PRIVE;BLANCHE DE CASTILLE;LYCEE;PRIVE;523;58;346;132;45;7;15;36
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-HERBLAIN;0440176C;LYCEE GENERAL PRIVE;ST DOMINIQUE;LYCEE;PRIVE;694;;115;579;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;GUERANDE;0440193W;COLLEGE PRIVE;ST JEAN-BAPTISTE;COLLEGE;PRIVE;807;;94;713;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;MACHECOUL-SAINT-MEME;0440201E;LYCEE GEN.ET TECHNOL.PRIVE;ST JOSEPH;LYCEE;PRIVE;566;;43;523;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;TREILLIERES;0440209N;COLLEGE PRIVE;HELDER CAMARA;COLLEGE;PRIVE;510;;13;497;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;VERTOU;0440244B;COLLEGE PRIVE;ST BLAISE;COLLEGE;PRIVE;1158;;31;1127;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-SEBASTIEN-SUR-LOIRE;0440256P;LYC POLYVAL PRIVE;ST PIERRE LA JOLIVERIE;LYCEE;PRIVE;683;416;64;515;104;181;229;6
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;REZE;0440274J;LYCEE POLYVALENT PRIVE;NOTRE DAME;LYCEE;PRIVE;1164;;257;907;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0440284V;COLLEGE;STENDHAL;COLLEGE;PUBLIC;456;;257;199;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0440285W;COLLEGE;GASTON SERPETTE;COLLEGE;PUBLIC;532;;82;450;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0440286X;COLLEGE;CLAUDE DEBUSSY;COLLEGE;PUBLIC;256;;207;49;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-HERBLAIN;0440311Z;COLLEGE;ERNEST RENAN;COLLEGE;PUBLIC;492;;300;192;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-NAZAIRE;0440314C;COLLEGE;JEAN MOULIN;COLLEGE;PUBLIC;677;;183;494;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;CHATEAUBRIANT;0440348P;COLLEGE;LA VILLE AUX ROSES;COLLEGE;PUBLIC;648;;122;526;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;LA CHAPELLE-SUR-ERDRE;0441547T;COLLEGE;LE GRAND BEAUREGARD;COLLEGE;PUBLIC;554;;34;520;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441608J;COLLEGE;LA DURANTIERE;COLLEGE;PUBLIC;370;;223;147;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-NAZAIRE;0441613P;COLLEGE;PIERRE NORANGE;COLLEGE;PUBLIC;346;;220;126;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;SAINT-SEBASTIEN-SUR-LOIRE;0441653H;LYCEE POLYVALENT PRIVE;ST JOSEPH LA JOLIVERIE;LYCEE;PRIVE;1076;323;80;841;155;228;92;3
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NORT-SUR-ERDRE;0441654J;COLLEGE;PAUL DOUMER;COLLEGE;PUBLIC;688;;12;676;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;DONGES;0441727N;COLLEGE;ARTHUR RIMBAUD;COLLEGE;PUBLIC;353;;76;277;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441821R;COLLEGE;JULES VERNE;COLLEGE;PUBLIC;348;;33;315;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;BOUAYE;0441858F;COLLEGE;BELLESTRE;COLLEGE;PUBLIC;743;;38;705;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;MISSILLAC;0441917V;COLLEGE;LA FONTAINE;COLLEGE;PUBLIC;354;;54;300;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441932L;COLLEGE PRIVE;BLANCHE DE CASTILLE;COLLEGE;PRIVE;760;;355;401;4;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441936R;COLLEGE PRIVE;LA PERVERIE SACRE COEUR;COLLEGE;PRIVE;648;;212;423;13;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441938T;COLLEGE PRIVE;ST STANISLAS;COLLEGE;PRIVE;712;;50;662;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441946B;EC.NANTAISE SUP D ENS.COMMERC.;TS ENSEC;ETAB STS-CPGE;PRIVE;;213;;;;213;0;0
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0441993C;LYCEE GENERAL ET TECHNOLOGIQUE;CARCOUET;LYCEE;PUBLIC;609;423;305;304;0;195;228;0
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;VALLET;0442052S;COLLEGE;PIERRE ABELARD;COLLEGE;PUBLIC;626;;7;619;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;ORVAULT;0442094M;LPO LYCEE DES METIERS;NICOLAS APPERT;LYCEE;PUBLIC;1091;270;91;831;169;35;224;11
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;BASSE-GOULAINE;0442277L;COLLEGE;DE GOULAINE;COLLEGE;PUBLIC;592;;18;574;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;LA CHAPELLE-SUR-ERDRE;0442388G;COLLEGE PRIVE;CENS;COLLEGE;PRIVE;13;;0;13;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;AIGREFEUILLE-SUR-MAINE;0442542Z;COLLEGE;ANDREE CHEDID;COLLEGE;PUBLIC;636;;26;610;0;;;
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0442699V;LYCEE GENERAL PRIVE;EXTERNAT CHAVAGNES;LYCEE;PRIVE;609;127;410;199;0;20;107;0
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;NANTES;0442725Y;LYCEE POLYVALENT PRIVE;TALENSAC - JEANNE BERNARD;LYCEE;PRIVE;784;412;743;0;41;402;0;10
2019;PAYS DE LA LOIRE;NANTES;LOIRE-ATLANTIQUE;PONTCHATEAU;0442807M;COLLEGE;FRIDA KAHLO;COLLEGE;PUBLIC;480;;17;463;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0490003M;LPO LYCEE DES METIERS;CHEVROLLIER;LYCEE;PUBLIC;1731;728;468;1033;230;294;355;79
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;BAUGE-EN-ANJOU;0490010V;COLLEGE;CHATEAUCOIN;COLLEGE;PUBLIC;411;;46;365;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;BRISSAC LOIRE AUBANCE;0490014Z;COLLEGE;DE L AUBANCE;COLLEGE;PUBLIC;451;;21;430;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;CHEMILLE-EN-ANJOU;0490017C;COLLEGE;PIERRE ET MARIE CURIE;COLLEGE;PUBLIC;407;;65;342;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;INGRANDES-LE FRESNE SUR LOIRE;0490026M;COLLEGE;MARYSE BASTIE;COLLEGE;PUBLIC;274;;33;241;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;OMBREE D'ANJOU;0490037Z;COLLEGE;PHILIPPE COUSTEAU;COLLEGE;PUBLIC;236;;21;215;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;BELLEVIGNE-EN-LAYON;0490046J;COLLEGE;LES FONTAINES;COLLEGE;PUBLIC;353;;17;336;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;SAUMUR;0490055U;LPO LYCEE DES METIERS;SADI CARNOT - JEAN BERTIN;LYCEE;PUBLIC;1002;184;141;631;230;184;0;0
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;OREE D'ANJOU;0490057W;COLLEGE;GEORGES POMPIDOU;COLLEGE;PUBLIC;479;;5;474;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;CHEMILLE-EN-ANJOU;0490837U;LYCEE GENERAL PRIVE;NOTRE DAME LA SALLE;LYCEE;PRIVE;239;;23;196;20;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;SAUMUR;0490838V;LYCEE GEN.ET TECHNOL.PRIVE;ST LOUIS;LYCEE;PRIVE;647;62;161;480;6;62;0;0
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;BRISSAC LOIRE AUBANCE;0490853L;COLLEGE PRIVE;ST VINCENT;COLLEGE;PRIVE;534;;12;522;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;MONTREVAULT-SUR-EVRE;0490876L;COLLEGE PRIVE;FREDERIC OZANAM;COLLEGE;PRIVE;550;;85;465;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;SEGRE-EN-ANJOU BLEU;0490878N;COLLEGE PRIVE;ST JOSEPH;COLLEGE;PRIVE;701;;100;601;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;LYS-HAUT-LAYON;0490881S;COLLEGE PRIVE;ST JEAN;COLLEGE;PRIVE;353;;13;340;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;CHOLET;0490904S;LYC POLYVAL PRIVE DES METIERS;JEANNE DELANOUE;LYCEE;PRIVE;599;61;30;423;146;61;0;0
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;SAUMUR;0490910Y;LYCEE PROF PRIVE DES METIERS;LES ARDILLIERS;LP;PRIVE;394;;59;315;20;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0490921K;COLLEGE;FRANCOIS RABELAIS;COLLEGE;PUBLIC;636;;193;443;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;SAUMUR;0490960C;COLLEGE;HONORE DE BALZAC;COLLEGE;PUBLIC;422;;41;381;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;GENNES-VAL-DE-LOIRE;0491261E;COLLEGE;PAUL ELUARD;COLLEGE;PUBLIC;570;;49;521;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;SAUMUR;0491648A;COLLEGE;BENJAMIN DELESSERT;COLLEGE;PUBLIC;328;;47;281;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;AVRILLE;0491674D;COLLEGE;CLEMENT JANEQUIN;COLLEGE;PUBLIC;664;;109;555;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;LES HAUTS-D'ANJOU;0491705M;COLLEGE;JACQUES PREVERT;COLLEGE;PUBLIC;600;;78;522;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0491922Y;COLLEGE PRIVE;URBAIN MONGAZON;COLLEGE;PRIVE;707;;58;648;1;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0491924A;COLLEGE PRIVE;ST BENOIT;COLLEGE;PRIVE;814;;97;717;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0492061Z;LYCEE GENERAL ET TECHNOLOGIQUE;AUGUSTE ET JEAN RENOIR;LYCEE;PUBLIC;848;68;136;691;21;55;13;0
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0492081W;COLLEGE;JEAN MONNET;COLLEGE;PUBLIC;647;;109;538;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0492089E;LYCEE GENERAL ET TECHNOLOGIQUE;EMMANUEL MOUNIER;LYCEE;PUBLIC;439;97;59;376;4;38;59;0
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;ANGERS;0492123S;LPO LYCEE DES METIERS;JEAN MOULIN;LYCEE;PUBLIC;695;105;57;459;179;16;89;0
2019;PAYS DE LA LOIRE;NANTES;MAINE-ET-LOIRE;LES PONTS-DE-CE;0492148U;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN BODIN;LYCEE;PUBLIC;657;34;63;589;5;19;15;0
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;BAIS;0530003R;COLLEGE;JEAN-LOUIS BERNARD;COLLEGE;PUBLIC;169;;11;158;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;LAVAL;0530015D;COLLEGE;PIERRE DUBOIS;COLLEGE;PUBLIC;488;;85;403;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;COSSE-LE-VIVIEN;0530030V;COLLEGE;L ORIETTE;COLLEGE;PUBLIC;258;;43;215;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;CHATEAU-GONTIER-SUR-MAYENNE;0530040F;LYCEE PROFESSIONNEL;PIERRE ET MARIE CURIE;LP;PUBLIC;259;;23;158;78;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;MONTSURS;0530064G;COLLEGE PRIVE;ST MARTIN;COLLEGE;PRIVE;177;;22;155;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;SAINT-PIERRE-LA-COUR;0530065H;COLLEGE PRIVE;NOTRE DAME;COLLEGE;PRIVE;406;;34;372;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;MAYENNE;0530078X;COLLEGE;JULES FERRY;COLLEGE;PUBLIC;557;;81;460;16;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;LAVAL;0530790W;COLLEGE;JACQUES MONOD;COLLEGE;PUBLIC;480;;101;379;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;GORRON;0530793Z;COLLEGE;FRANCIS LALLART;COLLEGE;PUBLIC;130;;27;103;0;;;
2019;PAYS DE LA LOIRE;NANTES;MAYENNE;LAVAL;0530904V;LYCEE PROFESSIONNEL PRIVE;IMMACULEE CONCEPTION;LP;PRIVE;243;;0;190;53;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;ARNAGE;0720003M;LP LYCEE DES METIERS;CLAUDE CHAPPE;LP;PUBLIC;301;21;40;219;42;1;14;6
2019;PAYS DE LA LOIRE;NANTES;SARTHE;MONTVAL-SUR-LOIR;0720013Y;LYCEE PROFESSIONNEL;MAL LECLERC HAUTECLOCQUE;LP;PUBLIC;452;;61;277;114;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;CONLIE;0720014Z;COLLEGE;ANDRE PIOGER;COLLEGE;PUBLIC;407;;27;380;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;SAINT-CALAIS;0720051P;COLLEGE;JULES FERRY;COLLEGE;PUBLIC;174;;23;151;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;VIBRAYE;0720058X;COLLEGE;GABRIEL GOUSSAULT;COLLEGE;PUBLIC;311;;21;290;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;MAMERS;0720069J;COLLEGE;ALEXANDRE MAUBOUSSIN;COLLEGE;PUBLIC;407;;90;317;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;SAINT-CALAIS;0720803G;COLLEGE PRIVE;FRERE ANDRE;COLLEGE;PRIVE;91;;15;76;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;LE MANS;0720825F;LYCEE PROFESSIONNEL PRIVE;JOSEPH ROUSSEL;LP;PRIVE;432;;69;363;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;LE MANS;0720836T;COLLEGE PRIVE;PSALLETTE ST VINCENT;COLLEGE;PRIVE;361;;35;326;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;LE MANS;0720986F;COLLEGE;LA MADELEINE;COLLEGE;PUBLIC;576;;81;495;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;SABLE-SUR-SARTHE;0720989J;COLLEGE;SIMONE VEIL;COLLEGE;PUBLIC;547;;141;406;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;LE MANS;0721090U;COLLEGE;JOSEPH WEISMANN;COLLEGE;PUBLIC;456;;108;348;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;BONNETABLE;0721093X;COLLEGE;LA FORESTERIE;COLLEGE;PUBLIC;515;;57;458;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;TELOCHE;0721261E;COLLEGE PRIVE;SAINT-JEAN-BAPTISTE DE LA SALL;COLLEGE;PRIVE;710;;22;688;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;MULSANNE;0721281B;COLLEGE;BOLLEE;COLLEGE;PUBLIC;286;;55;231;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;SILLE-LE-GUILLAUME;0721365T;COLLEGE;PAUL SCARRON;COLLEGE;PUBLIC;233;;6;227;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;LA FLECHE;0721405L;COLLEGE PRIVE;NOTRE DAME;COLLEGE;PRIVE;490;;0;490;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;SABLE-SUR-SARTHE;0721408P;COLLEGE PRIVE;STE ANNE;COLLEGE;PRIVE;626;;93;533;0;;;
2019;PAYS DE LA LOIRE;NANTES;SARTHE;PRUILLE-LE-CHETIF;0721478R;LYCEE POLYVALENT PRIVE;ST JOSEPH LA SALLE;LYCEE;PRIVE;578;9;49;498;31;3;6;0
2019;PAYS DE LA LOIRE;NANTES;SARTHE;ALLONNES;0721548S;LYCEE GENERAL ET TECHNOLOGIQUE;ANDRE MALRAUX;LYCEE;PUBLIC;696;69;0;696;0;0;69;0
2019;PAYS DE LA LOIRE;NANTES;SARTHE;MAMERS;0721657K;COLLEGE PRIVE;ST THOMAS D'AQUIN;COLLEGE;PRIVE;147;;36;111;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;SAINT-JEAN-DE-MONTS;0850039F;COLLEGE;PAYS DE MONTS;COLLEGE;PUBLIC;495;;28;467;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LES SABLES-D'OLONNE;0850047P;ETAB.REGIONAL ENSEIGNT ADAPTE;JEAN D'ORBESTIER;EREA;PUBLIC;90;;4;11;75;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;FONTENAY-LE-COMTE;0850068M;LYCEE POLYVALENT;FRANCOIS RABELAIS;LYCEE;PUBLIC;816;72;121;597;98;28;37;7
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LES SABLES-D'OLONNE;0850084E;COLLEGE PRIVE;AMIRAL MERVEILLEUX DU VIGNAUX;COLLEGE;PRIVE;496;;25;471;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;MONTAIGU-VENDEE;0850104B;COLLEGE PRIVE;VILLEBOIS MAREUIL;COLLEGE;PRIVE;1238;;29;1209;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LE POIRE-SUR-VIE;0850111J;COLLEGE PRIVE;DU PUY CHABOT;COLLEGE;PRIVE;699;;28;671;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;ROCHESERVIERE;0850113L;COLLEGE PRIVE;ST SAUVEUR;COLLEGE;PRIVE;563;;36;527;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LA ROCHE-SUR-YON;0850130E;LYC POLYVAL PRIVE DES METIERS;ND DU ROC;LYCEE;PRIVE;1644;332;50;1204;390;332;0;0
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LA ROCHE-SUR-YON;0850604V;COLLEGE;LES GONDOLIERS;COLLEGE;PUBLIC;487;;73;414;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LUCON;0850607Y;COLLEGE;LE SOURDY;COLLEGE;PUBLIC;354;;34;320;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;MOUTIERS-LES-MAUXFAITS;0850641K;COLLEGE;CORENTIN RIOU;COLLEGE;PUBLIC;493;;28;465;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;SAINT-MICHEL-EN-L'HERM;0851132U;COLLEGE;LES COLLIBERTS;COLLEGE;PUBLIC;269;;32;237;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LA CHATAIGNERAIE;0851163C;COLLEGE;PIERRE MENDES FRANCE;COLLEGE;PUBLIC;277;;23;254;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LES HERBIERS;0851193K;COLLEGE;JEAN ROSTAND;COLLEGE;PUBLIC;706;;48;658;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LUCON;0851290R;COLLEGE PRIVE;STE URSULE;COLLEGE;PRIVE;646;;104;542;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;MORTAGNE-SUR-SEVRE;0851388X;COLLEGE;OLIVIER MESSIAEN;COLLEGE;PUBLIC;542;;43;499;0;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;LA ROCHE-SUR-YON;0851643Z;LYCEE PROFESSIONNEL PRIVE;SAINT FRANCOIS D'ASSISE;LP;PRIVE;337;;8;215;114;;;
2019;PAYS DE LA LOIRE;NANTES;VENDEE;ESSARTS EN BOCAGE;0851647D;COLLEGE;GEORGES CLEMENCEAU;COLLEGE;PUBLIC;508;;21;487;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;CANNES;0060013G;LYCEE GENERAL ET TECHNOLOGIQUE;BRISTOL;LYCEE;PUBLIC;889;92;334;543;12;78;14;0
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0060029Z;LYCEE GENERAL ET TECHNOLOGIQUE;PARC IMPERIAL;LYCEE;PUBLIC;1576;201;923;599;54;185;16;0
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0060032C;COLLEGE;SEGURANE;COLLEGE;PUBLIC;568;;164;404;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0060033D;LPO LYCEE DES METIERS;HONORE D'ESTIENNE D'ORVES;LYCEE;PUBLIC;1698;676;405;1177;116;440;231;5
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0060043P;LP LYCEE DES METIERS;MAGNAN;LP;PUBLIC;760;;382;366;12;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;ANTIBES;0060083H;COLLEGE;FERSEN;COLLEGE;PUBLIC;516;;43;473;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0060753L;COLLEGE PRIVE;DU COLOMBIER (STE THERESE);COLLEGE;PRIVE;360;;36;324;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0060774J;LYCEE POLYVALENT PRIVE;SAINT JOSEPH;LYCEE;PRIVE;222;76;107;115;0;65;11;0
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;ANTIBES;0060842H;COLLEGE;PIERRE BERTONE;COLLEGE;PUBLIC;725;;127;598;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0061003H;COLLEGE;JEAN ROSTAND;COLLEGE;PUBLIC;482;;127;354;1;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0061127T;COLLEGE PRIVE;SAINT BARTHELEMY;COLLEGE;PRIVE;501;;67;434;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0061131X;COLLEGE;MAURICE JAUBERT;COLLEGE;PUBLIC;701;;618;83;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;LA COLLE-SUR-LOUP;0061376N;COLLEGE;YVES KLEIN;COLLEGE;PUBLIC;700;;107;593;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;CANNES;0061394H;LYCEE PROFESSIONNEL PRIVE;LES FAUVETTES;LP;PRIVE;523;;11;512;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;CANNES;0061457B;COLLEGE PRIVE;STANISLAS;COLLEGE;PRIVE;989;;452;537;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;NICE;ALPES-MARITIMES;NICE;0061460E;COLLEGE PRIVE;SASSERNO;COLLEGE;PRIVE;586;;103;483;0;;;
