Rentrée;Région académique;Académie;Département;Commune;UAI;Dénomination principale;Patronyme;Type d'établissement;Secteur;Nombre d'élèves dans une formation du second degré;Nombre d'élèves dans une formation du supérieur;Nombre d'élèves 2D externe;Nombre d'élèves 2D demi-pensionnaires;Nombre d'élèves 2D internes;Nombre d'élèves SUP externes;Nombre d'élèves SUP demi-pensionnaires;Nombre d'élèves SUP internes
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;ALPES-DE-HTE-PROVENCE;MANOSQUE;0040010P;LYCEE GENERAL ET TECHNOLOGIQUE;FELIX ESCLANGON;LYCEE;PUBLIC;866;63;240;567;59;62;1;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;ALPES-DE-HTE-PROVENCE;MANOSQUE;0040013T;COLLEGE;MONT D'OR (LE);COLLEGE;PUBLIC;337;;158;179;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;ALPES-DE-HTE-PROVENCE;LA MOTTE-DU-CAIRE;0040014U;COLLEGE;MARCEL MASSOT;COLLEGE;PUBLIC;85;;16;56;13;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;ALPES-DE-HTE-PROVENCE;CHATEAU-ARNOUX-SAINT-AUBAN;0040052K;COLLEGE;CAMILLE REYMOND;COLLEGE;PUBLIC;655;;49;606;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;ALPES-DE-HTE-PROVENCE;BEVONS;0040378P;ETAB.REGIONAL ENSEIGNT ADAPTE;CASTEL-BEVONS;EREA;PUBLIC;50;;2;21;27;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;ALPES-DE-HTE-PROVENCE;DIGNE-LES-BAINS;0040461E;COLLEGE PRIVE;LE SACRE COEUR;COLLEGE;PRIVE;276;;194;68;14;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0130001F;LYCEE POLYVALENT;EMILE ZOLA;LYCEE;PUBLIC;1729;220;1005;724;0;155;65;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ARLES;0130011S;LT LYCEE DES METIERS;PASQUET;LYCEE;PUBLIC;1044;77;362;682;0;77;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;GREASQUE;0130028K;COLLEGE;DENIS MOUSTIER;COLLEGE;PUBLIC;883;;47;836;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130036U;LYCEE GENERAL ET TECHNOLOGIQUE;PERIER;LYCEE;PUBLIC;1016;260;803;213;0;260;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130040Y;LYCEE GENERAL ET TECHNOLOGIQUE;THIERS;LYCEE;PUBLIC;865;991;456;409;0;819;1;171
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130049H;LYCEE GENERAL ET TECHNOLOGIQUE;REMPART (RUE DU);LYCEE;PUBLIC;413;314;270;143;0;242;72;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130051K;LYCEE TECHNOLOGIQUE;MARIE CURIE;LYCEE;PUBLIC;604;774;566;38;0;774;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130058T;LP LYCEE DES METIERS;ESTAQUE (L');LP;PUBLIC;378;;160;218;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130059U;LYCEE PROFESSIONNEL;BLAISE PASCAL;LP;PUBLIC;392;52;391;0;1;52;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130064Z;LP LYCEE DES METIERS;JEAN BAPTISTE BROCHIER;LP;PUBLIC;619;47;465;153;1;35;12;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130072H;LYCEE PROFESSIONNEL;AMPERE;LP;PUBLIC;596;;436;146;14;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130139F;COLLEGE;COIN JOLI SEVIGNE;COLLEGE;PUBLIC;303;;106;197;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ROQUEVAIRE;0130156Z;COLLEGE;LOUIS ARAGON;COLLEGE;PUBLIC;689;;47;642;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0130175V;LYCEE GENERAL ET TECHNOLOGIQUE;HONORE DAUMIER;LYCEE;PUBLIC;809;69;259;550;0;39;30;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;LAMBESC;0131259Y;COLLEGE;JEAN GUEHENNO;COLLEGE;PUBLIC;528;;61;467;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;SALON-DE-PROVENCE;0131265E;COLLEGE;JEAN MOULIN;COLLEGE;PUBLIC;455;;311;144;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131327X;LYCEE GENERAL PRIVE;TOUR SAINTE (DE);LYCEE;PRIVE;134;;130;4;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131329Z;COLLEGE PRIVE;NOTRE DAME DE LA VISTE;COLLEGE;PRIVE;323;;147;176;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131335F;LYCEE GENERAL PRIVE;CHEVREUL BLANCARDE;LYCEE;PRIVE;440;;439;1;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131344R;LYCEE GENERAL PRIVE;COURS BASTIDE;LYCEE;PRIVE;245;;6;1;238;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131345S;LYCEE GENERAL PRIVE;L'OLIVIER - ROBERT COFFY;LYCEE;PRIVE;406;;406;0;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131371V;COLLEGE PRIVE;STE ANNE;COLLEGE;PRIVE;243;;19;224;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ROGNONAS;0131387M;COLLEGE PRIVE;ALPILLES-DURANCE;COLLEGE;PRIVE;350;;41;309;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0131391S;LYCEE POLYVALENT PRIVE;ST ELOI;LYCEE;PRIVE;415;223;160;163;92;162;28;33
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131398Z;LYCEE TECHNOLOGIQUE PRIVE;MAXIMILIEN DE SULLY;LYCEE;PRIVE;105;406;105;0;0;406;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131402D;LYCEE POLYVALENT PRIVE;CHARLES PEGUY;LYCEE;PRIVE;397;326;397;0;0;326;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131403E;LYCEE POLYVALENT PRIVE;ST VINCENT DE PAUL;LYCEE;PRIVE;394;220;394;0;0;220;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131434N;LP PRIVE LYCEE DES METIERS;ECOLE LIBRE DE METIERS;LP;PRIVE;361;;219;142;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131436R;LYCEE POLYVALENT PRIVE;MODELE ELECTRONIQUE;LYCEE;PRIVE;126;62;91;35;0;60;2;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;SALON-DE-PROVENCE;0131485U;LYCEE PROF PRIVE DES METIERS;LE ROCHER;LP;PRIVE;326;44;242;84;0;42;2;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131548M;COLLEGE;SYLVAIN MENU;COLLEGE;PUBLIC;586;;60;526;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131602W;COLLEGE;ROY D ESPAGNE;COLLEGE;PUBLIC;654;;273;381;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131605Z;COLLEGE;HENRI BARNIER;COLLEGE;PUBLIC;658;;520;138;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARIGNANE;0131607B;COLLEGE;GEORGES BRASSENS;COLLEGE;PUBLIC;690;;246;444;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ARLES;0131609D;COLLEGE;FREDERIC MISTRAL;COLLEGE;PUBLIC;572;;64;508;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131681G;LYCEE TECHNOLOGIQUE PRIVE;CHIMIE ET BIOLOGIE LA FORBINE;LYCEE;PRIVE;57;228;53;4;0;216;12;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;BERRE-L'ETANG;0131705H;COLLEGE;FERNAND LEGER;COLLEGE;PUBLIC;726;;495;231;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ROGNAC;0131706J;COLLEGE;COUSTEAU (COMMANDANT);COLLEGE;PUBLIC;615;;151;464;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ARLES;0131746C;COLLEGE;ROBERT MOREL;COLLEGE;PUBLIC;739;;214;525;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131756N;COLLEGE;DARIUS MILHAUD;COLLEGE;PUBLIC;744;;181;563;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131885D;COLLEGE;VALLON DES PINS;COLLEGE;PUBLIC;576;;399;177;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131887F;COLLEGE;ELSA TRIOLET;COLLEGE;PUBLIC;381;;266;115;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0131923V;COLLEGE;MARSEILLEVEYRE;COLLEGE;PUBLIC;1054;;253;782;19;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132114C;COLLEGE PRIVE;HENRI MARGALHAN;COLLEGE;PRIVE;348;;257;91;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARTIGUES;0132211H;LP LYCEE DES METIERS;JEAN LURCAT;LP;PUBLIC;170;;85;85;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ISTRES;0132276D;LP LYCEE DES METIERS;LATECOERE;LP;PUBLIC;351;;124;204;23;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132312T;COLLEGE;ANDRE MALRAUX;COLLEGE;PUBLIC;825;;93;732;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132315W;COLLEGE;CHARTREUX (AVENUE DES);COLLEGE;PUBLIC;541;;209;332;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARIGNANE;0132319A;LYCEE PROFESSIONNEL;MAURICE GENEVOIX;LP;PUBLIC;390;;266;124;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;PORT-SAINT-LOUIS-DU-RHONE;0132323E;COLLEGE;MAXIMILIEN ROBESPIERRE;COLLEGE;PUBLIC;468;;270;198;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132403S;COLLEGE;FRANCOIS VILLON;COLLEGE;PUBLIC;367;;134;233;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132404T;COLLEGE;CLAIR SOLEIL;COLLEGE;PUBLIC;514;;514;0;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132472S;LYCEE GENERAL PRIVE;YAVNE;LYCEE;PRIVE;108;;2;106;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132733A;LYCEE POLYVALENT;ANTONIN ARTAUD;LYCEE;PUBLIC;1016;214;454;562;0;120;94;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;LA CIOTAT;0132786H;COLLEGE;MATAGOTS (LES);COLLEGE;PUBLIC;702;;206;496;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AUBAGNE;0132810J;LYCEE GEN.ET TECHNOL.PRIVE;STE MARIE;LYCEE;PRIVE;345;;344;1;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132828D;LYCEE POLYVALENT PRIVE;LA CADENELLE;LYCEE;PRIVE;204;566;197;0;7;511;1;54
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;BOUC-BEL-AIR;0132833J;COLLEGE;GEORGES BRASSENS;COLLEGE;PUBLIC;571;;33;538;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132907P;COLLEGE PRIVE;SEVIGNE;COLLEGE;PRIVE;763;;196;567;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0132909S;COLLEGE PRIVE;COURS BASTIDE;COLLEGE;PRIVE;392;;4;9;379;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0132917A;COLLEGE PRIVE;SACRE COEUR (LE);COLLEGE;PRIVE;983;;154;829;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;SALON-DE-PROVENCE;0132922F;LYCEE TECHNOLOGIQUE PRIVE;ST JEAN;LYCEE;PRIVE;57;92;57;0;0;92;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;ISTRES;0133203L;COLLEGE;LOUIS PASTEUR;COLLEGE;PUBLIC;543;;170;373;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;CARNOUX-EN-PROVENCE;0133335E;COLLEGE PRIVE;ST AUGUSTIN;COLLEGE;PRIVE;467;;28;439;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;VITROLLES;0133352Y;COLLEGE;CAMILLE CLAUDEL;COLLEGE;PUBLIC;355;;165;190;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;VELAUX;0133353Z;COLLEGE;ROQUEPERTUSE;COLLEGE;PUBLIC;767;;39;728;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0133395V;LYCEE POLYVALENT PRIVE;STE MARIE;LYCEE;PRIVE;293;;268;25;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0133397X;COLLEGE PRIVE;CHESNERAIE (DE LA);COLLEGE;PRIVE;416;;12;375;29;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0133474F;LYCEE POLYVALENT PRIVE;MARIE GASQUET;LYCEE;PRIVE;383;;383;0;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AURIOL;0133510V;COLLEGE;UBELKA;COLLEGE;PUBLIC;766;;55;711;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0133525L;LYCEE GENERAL ET TECHNOLOGIQUE;GEORGES DUBY;LYCEE;PUBLIC;1490;66;226;1147;117;66;0;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0133866G;COLLEGE PRIVE;BNEI ELAZAR;COLLEGE;PRIVE;113;;0;113;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;AIX-EN-PROVENCE;0134094E;COLLEGE;SOPHIE GERMAIN;COLLEGE;PUBLIC;616;;32;584;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;BOUCHES-DU-RHONE;MARSEILLE;0134250Z;LYCEE GENERAL PRIVE;BNEI ELAZAR;LYCEE;PRIVE;73;;0;73;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;HAUTES-ALPES;GAP;0050008G;LYCEE PROFESSIONNEL;PAUL HERAUD;LP;PUBLIC;329;;36;196;97;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;HAUTES-ALPES;VEYNES;0050022X;COLLEGE;FRANCOIS MITTERRAND;COLLEGE;PUBLIC;323;;85;230;8;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;HAUTES-ALPES;GAP;0050025A;COLLEGE;MAUZAN;COLLEGE;PUBLIC;577;;165;412;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;HAUTES-ALPES;SAINT-JEAN-SAINT-NICOLAS;0050039R;LYCEE PROFESSIONNEL PRIVE;PIERRE ET LOUIS POUTRAIN;LP;PRIVE;178;;13;89;76;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;HAUTES-ALPES;BRIANCON;0050519M;COLLEGE;GARCINS (LES);COLLEGE;PUBLIC;518;;111;400;7;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;HAUTES-ALPES;LA BATIE-NEUVE;0050639T;COLLEGE;SIMONE VEIL;COLLEGE;PUBLIC;314;;16;298;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;CAVAILLON;0840017M;LYCEE GENERAL ET TECHNOLOGIQUE;ISMAEL DAUPHIN;LYCEE;PUBLIC;1253;116;249;950;54;48;43;25
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;CAVAILLON;0840020R;COLLEGE;CLOVIS HUGUES;COLLEGE;PUBLIC;658;;152;506;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;SORGUES;0840033E;COLLEGE;VOLTAIRE;COLLEGE;PUBLIC;398;;276;122;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;AVIGNON;0840051Z;COLLEGE;JEAN BRUNET;COLLEGE;PUBLIC;456;;372;84;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;AVIGNON;0840059H;LYCEE GEN.ET TECHNOL.PRIVE;LOUIS PASTEUR;LYCEE;PRIVE;823;116;464;311;48;115;1;0
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;CARPENTRAS;0840078D;LYCEE GENERAL PRIVE;MARIE PILA;LYCEE;PRIVE;583;;324;207;52;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;AVIGNON;0840108L;COLLEGE;ANSELME MATHIEU;COLLEGE;PUBLIC;576;;515;61;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;CAVAILLON;0840113S;LYCEE PROFESSIONNEL;ALEXANDRE DUMAS;LP;PUBLIC;607;;276;243;88;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;ORANGE;0840116V;COLLEGE;JEAN GIONO;COLLEGE;PUBLIC;654;;151;503;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;AVIGNON;0840738W;COLLEGE;ALPHONSE TAVAN;COLLEGE;PUBLIC;459;;210;249;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;AVIGNON;0840758T;COLLEGE;FREDERIC MISTRAL;COLLEGE;PUBLIC;567;;189;334;44;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;ORANGE;0840762X;COLLEGE;BARBARA HENDRICKS;COLLEGE;PUBLIC;548;;313;235;0;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;SORGUES;0841078R;LYCEE PROFESSIONNEL;REGIONAL MONTESQUIEU;LP;PUBLIC;463;;214;208;41;;;
2019;PROVENCE-ALPES-COTE D'AZUR;AIX_MARS.;VAUCLUSE;VALREAS;0841158C;LYCEE GENERAL PRIVE;SAINT GABRIEL;LYCEE;PRIVE;86;;65;19;2;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;ANIZY-LE-GRAND;0020002S;COLLEGE;LOUIS SANDRAS;COLLEGE;PUBLIC;548;;119;429;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;BEAUREVOIR;0020004U;COLLEGE;JOSQUIN DES PRES;COLLEGE;PUBLIC;256;;37;219;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;CHAUNY;0020014E;LYCEE GENERAL ET TECHNOLOGIQUE;GAY LUSSAC;LYCEE;PUBLIC;1360;92;221;1117;22;26;63;3
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;CONDE-EN-BRIE;0020016G;COLLEGE;DE LA FAYE;COLLEGE;PUBLIC;353;;26;327;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;SAINT-QUENTIN;0020054Y;COLLEGE;MONTAIGNE;COLLEGE;PUBLIC;328;;305;23;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;SAINT-QUENTIN;0020056A;COLLEGE;MARTHE LEFEVRE;COLLEGE;PUBLIC;350;;258;92;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;HIRSON;0020075W;COLLEGE;GEORGES COBAST;COLLEGE;PUBLIC;570;;180;390;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;SAINT-QUENTIN;0020080B;COLLEGE;PIERRE DE LA RAMEE;COLLEGE;PUBLIC;518;;312;204;2;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;HIRSON;0020089L;LP LYCEE DES METIERS;FREDERIC ET IRENE JOLIOT CURIE;LP;PUBLIC;301;;66;208;27;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;FONTAINE-LES-VERVINS;0020470A;COLLEGE PRIVE;SAINT JOSEPH;COLLEGE;PRIVE;214;;79;135;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;SOISSONS;0021476U;LPO LYCEE DES METIERS;LEONARD DE VINCI;LYCEE;PUBLIC;774;41;199;500;75;13;19;9
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;CUFFIES;0021491K;COLLEGE;MAURICE WAJSFELNER;COLLEGE;PUBLIC;389;;82;307;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;SOISSONS;0021492L;COLLEGE;GERARD PHILIPE;COLLEGE;PUBLIC;488;;386;102;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;GAUCHY;0021494N;COLLEGE;PAUL ELUARD;COLLEGE;PUBLIC;445;;288;157;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;LAON;0021598B;COLLEGE;JEAN MERMOZ;COLLEGE;PUBLIC;697;;149;548;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;FRESNOY-LE-GRAND;0021661V;COLLEGE;VILLARD DE HONNECOURT;COLLEGE;PUBLIC;331;;132;199;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;LAON;0021685W;COLLEGE;LES FRERES LE NAIN;COLLEGE;PUBLIC;603;;117;486;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;RIBEMONT;0021689A;COLLEGE;ANTOINE NICOLAS DE CONDORCET;COLLEGE;PUBLIC;361;;92;269;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;CHATEAU-THIERRY;0021724N;COLLEGE;JEAN RACINE;COLLEGE;PUBLIC;539;;255;284;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;CHATEAU-THIERRY;0021869W;LYCEE GEN.ET TECHNOL.PRIVE;SAINT JOSEPH;LYCEE;PRIVE;117;31;57;46;14;14;6;11
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;SOISSONS;0021874B;LYCEE GEN.ET TECHNOL.PRIVE;SAINT REMY;LYCEE;PRIVE;359;133;302;29;28;122;2;9
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;VILLERS-COTTERETS;0021989B;COLLEGE;FRANCOIS 1ER;COLLEGE;PUBLIC;334;;103;231;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;BOHAIN-EN-VERMANDOIS;0022022M;LYCEE TECHNOLOGIQUE PRIVE;SAINTE SOPHIE;LYCEE;PRIVE;66;53;52;13;1;45;1;7
2019;HAUTS-DE-FRANCE;AMIENS;AISNE;BOHAIN-EN-VERMANDOIS;0022131F;COLLEGE PRIVE;SAINT ANTOINE;COLLEGE;PRIVE;186;;112;74;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;OISE;BEAUVAIS;0600004D;LYCEE PROFESSIONNEL;LES JACOBINS;LP;PUBLIC;819;;419;346;54;;;
2019;HAUTS-DE-FRANCE;AMIENS;OISE;BEAUVAIS;0600007G;COLLEGE;HENRI BAUMONT;COLLEGE;PUBLIC;605;;451;154;0;;;
2019;HAUTS-DE-FRANCE;AMIENS;OISE;CHAUMONT-EN-VEXIN;0600012M;COLLEGE;SAINT EXUPERY;COLLEGE;PUBLIC;351;;32;319;0;;;
